"(0.0, 4)","(0.0, 6)","(0.0, 8)","(0.001, 4)","(0.001, 6)","(0.001, 8)","(0.01, 4)","(0.01, 6)","(0.01, 8)",best_score,best_params
"{'fold_scores': [2.6457513110645907, 3.848701079585163, 4.220485754033533, 3.122498999199199, 4.51848057057532], 'mean_rmse': 3.671183542891561}","{'fold_scores': [3.278719262151, 3.944933459514875, 3.872983346207417, 2.5, 4.69041575982343], 'mean_rmse': 3.657410365539344}","{'fold_scores': [3.944933459514875, 3.6742346141747673, 4.130677910464576, 3.5443617196894563, 4.69041575982343], 'mean_rmse': 3.996924692733421}","{'fold_scores': [3.409545424246464, 3.7165171868296265, 4.06201920231798, 3.25, 3.872983346207417], 'mean_rmse': 3.6622130319202975}","{'fold_scores': [3.570714214271425, 3.5355339059327378, 2.979093821953246, 4.183300132670378, 3.7080992435478315], 'mean_rmse': 3.595348263675124}","{'fold_scores': [3.24037034920393, 2.669269563007828, 3.872983346207417, 2.704163456597992, 2.254624876411447], 'mean_rmse': 2.948282318285723}","{'fold_scores': [3.473110997362451, 3.881043674065006, 4.58257569495584, 4.077376607575022, 4.173328008516305], 'mean_rmse': 4.037486996494925}","{'fold_scores': [3.43693177121688, 4.130677910464576, 3.7080992435478315, 3.2596012026013246, 4.08248290463863], 'mean_rmse': 3.7235586064938486}","{'fold_scores': [3.2113081446662823, 3.278719262151, 4.58257569495584, 2.9368350311176825, 2.8722813232690143], 'mean_rmse': 3.376343891231964}",2.948282318285723,"{'lmb': 0.001, 'r_components': 8}"
