r_component,mean_rmse
5.0,0.8921330470966685
10.0,0.890756549455687
15.0,0.8909935928657289
20.0,0.8900336959478283
25.0,0.8903811953630832
50.0,0.8885672543636328
100.0,0.8894590432633052
200.0,0.8903611194384109
300.0,0.8906208321882627
