r_component,mean_rmse
1.0,0.883963869989141
2.0,0.8903064443451291
3.0,0.906857588604973
4.0,0.921519322949354
5.0,0.9355916409373336
10.0,1.0014207242511857
20.0,1.0885920785703205
50.0,1.1394900429538537
100.0,1.0540853106201817
