r_component,mean_rmse
5.0,1.1479038814035036
6.0,1.1470901702439396
7.0,1.1465305963532617
8.0,1.1458966614741448
9.0,1.146009244431012
10.0,1.1457101871513657
20.0,1.1456611977052586
30.0,1.1463193360514052
