r_component,mean_rmse
25.0,0.8901309113217429
30.0,0.8906472078146803
35.0,0.8895969874092462
40.0,0.8894527615681348
45.0,0.8887032473785599
50.0,0.8893123323510354
55.0,0.8890785534275732
65.0,0.8887872920413873
