r_component,rmse_fold1,rmse_fold2,rmse_fold3,rmse_fold4,rmse_fold5
5.0,0.8944313488991699,0.9047663631374279,0.8842419185472886,0.886615012501882,0.890610592397574
10.0,0.8927527583152828,0.9041016051315516,0.8823121533532096,0.8855937516456603,0.8890224788327306
15.0,0.8931969899163658,0.9040604700270677,0.8822910780954519,0.8860135903656834,0.8894058359240754
20.0,0.8910640496486146,0.9037861881512649,0.8826914219463934,0.8854467610637224,0.8871800589291461
25.0,0.8930304289620342,0.9031962000650634,0.8822629769686463,0.8856217470856801,0.8877946237339917
50.0,0.8909388327873764,0.9023723162277658,0.8802655040181557,0.8836178376239491,0.8856417811609171
100.0,0.8902428628397479,0.9045471155262576,0.8811592998472209,0.8845152534577595,0.8868306846455402
200.0,0.8925236149997244,0.9042661268371106,0.8831266776149546,0.8840596483235845,0.8878295294166805
300.0,0.8921971577708638,0.9047047051171447,0.8825579941741933,0.8849356038482677,0.8887087000308435
