r_component,mean_rmse
5.0,0.8903137638991911
10.0,0.8889866355200231
15.0,0.8887838485391664
20.0,0.8880077022735893
25.0,0.8875124977924603
30.0,0.8866424158843038
40.0,0.8872108444705702
50.0,0.8870246945137022
100.0,0.8886268867030598
