r_component,mean_rmse
5.0,0.9537077365907873
10.0,0.9371999464331834
15.0,0.9364978525395244
20.0,0.936255884921309
25.0,0.9354791863555606
30.0,0.9366400209683045
40.0,0.9388112027318669
50.0,0.9402160246968865
100.0,0.9461975103382662
