lmb,r_component,mean_rmse
0.0,1.0,0.9999743537548256
0.0,2.0,0.9737165077084438
0.0,3.0,0.9704824628855496
0.0,4.0,0.9746225094028022
0.0,5.0,0.9856721333138246
0.0,10.0,1.0429225127627628
0.0,25.0,1.1602007031107635
