r_component,mean_rmse
1.0,1.2363528979086
2.0,1.2556383440947527
3.0,1.223449766629779
4.0,1.2458222817556486
5.0,1.2767422176220724
10.0,1.4079621341376996
20.0,1.681542558549126
50.0,2.258549026104284
100.0,2.83684706088272
150.0,3.153785200367601
200.0,3.3433451938679895
